timestamp,event_type,object_id,size,site_id,thread_id,type_id
5,alloc,1789447862,24,62,1950409828,3
7,free,1789447862,24,62,1950409828,3
18,alloc,1031980531,40,80,1950409828,7
27,free,1031980531,40,80,1950409828,7
39,alloc,1490180672,32,81,1950409828,12
41,free,1490180672,32,81,1950409828,12
49,alloc,250075633,24,96,1950409828,20
55,free,250075633,24,96,1950409828,20
